Genus_species,mycorrhizal state
Duguetia_calycina,AM
Duguetia_pycnastera,AM
Duguetia_quitarensis,AM
Duperrea_pavettifolia,AM
Dyera_costulata,NM
Dysphania_botrys,AM
Echinacea_angustifolia,AM
Echinacea_purpurea,AM
Echinaria_capitata,AM
Echinochloa_frumentacea,AM
Echinocystis_lobata,AM
Echinodorus_grandiflorus,NM
Echinolaena_inflexa,AM
Echinops_ritro,AM
Echinops_sphaerocephalus,AM
Echium_vulgare,AM
Eclipta_prostrata,AM
Egeria_densa,NM
Ekebergia_capensis,AM
Elaeagnus_angustifolia,AMNM
Elaeagnus_commutata,AM
Elatine_hexandra,AM
Elatostema_parvum,AM
Eleocharis_acutangula,AM
Eleocharis_dulcis,AM
Eleocharis_erythropoda,NM
Eleocharis_geniculata,AMNM
Eleocharis_macrostachya,AMNM
Eleocharis_multicaulis,NM
Eleocharis_ovata,AM
Eleocharis_quinqueflora,NM
Eleocharis_tenuis,NM
Eleocharis_uniglumis,NM
Eleusine_coracana,AM
Eleusine_indica,AM
Eleutherococcus_senticosus,AMNM
Eleutherococcus_sessiliflorus,AMNM
Elodea_canadensis,NM
Elsholtzia_ciliata,AM
Elymus_canadensis,AM
Elymus_caninus,AMNM
Elymus_elymoides,AM
Elymus_farctus,AMNM
Elymus_repens,AM
Elymus_sibiricus,AM
Elymus_trachycaulus,AM
Elymus_virginicus,AM
Emilia_sonchifolia,AM
Enchylaena_tomentosa,NM
Endlicheria_bracteolata,AM
Entandrophragma_utile,AM
Enterolobium_contortisiliquum,AM
Enterolobium_cyclocarpum,AM
Enteropogon_acicularis,AM
Eperua_falcata,AM
Ephedra_distachya,AM
Ephedra_intermedia,AM
Ephedra_trifurca,AM
Epilobium_alsinifolium,AMNM
Epilobium_anagallidifolium,AM
Epilobium_brachycarpum,AMNM
Epilobium_brunnescens,NM
Epilobium_ciliatum,AM
Epilobium_hirsutum,AMNM
Epilobium_obscurum,AM
Epilobium_palustre,AM
Epilobium_parviflorum,AM
Eragrostis_curvula,AM
Eragrostis_dielsii,AM
Eragrostis_ferruginea,AM
Eragrostis_minor,AM
Eragrostis_pilosa,AM
Eragrostis_spectabilis,AM
Eremophila_macdonnellii,AM
Eremopyrum_bonaepartis,AMNM
Eremopyrum_orientale,AMNM
Eremostachys_labiosa,AM
Eriachne_aristidea,AM
Erigeron_acris,AMNM
Erigeron_annuus,AM
Erigeron_philadelphicus,AM
Erigeron_strigosus,AM
Erigeron_uniflorus,AMNM
Eriochloa_villosa,AM
Eriophorum_angustifolium,AMNM
Eriophorum_callitrix,NM
Eriophorum_gracile,NM
Eriophorum_scheuchzeri,NM
Eriophorum_vaginatum,AMNM
Eriophyllum_lanatum,AM
Eritrichium_nanum,NM
Erodium_cicutarium,AMNM
Erodium_crinitum,AM
Eruca_vesicaria,NM
Eryngium_campestre,AM
Eryngium_maritimum,AMNM
Eryngium_paniculatum,AM
Eryngium_planum,AM
Erysimum_cheiranthoides,NM
Erysimum_marschallianum,NM
Erythrophleum_ivorense,AM
Erythrostemon_gilliesii,AM
Escallonia_rubra,AM
Eschscholzia_californica,NM
Eschweilera_sagotiana,AM
Eschweilera_simiorum,AM
Escontria_chiotilla,AM
Eucalyptus_amygdalina,EM
Eucalyptus_camaldulensis,EM
Eucalyptus_cloeziana,EM
Eucalyptus_cordata,EM
Eucalyptus_delegatensis,AM
Eucalyptus_diversicolor,EM
Eucalyptus_dives,AM
Eucalyptus_dunnii,EM
Eucalyptus_globoidea,EM
Eucalyptus_globulus,EM
Eucalyptus_gomphocephala,AM
Eucalyptus_grandis,EM
Eucalyptus_gunnii,EM
Eucalyptus_marginata,EM
Eucalyptus_melliodora,EM
Eucalyptus_microcorys,EM
Eucalyptus_pilularis,EM
Eucalyptus_sieberi,EM
Eucalyptus_urophylla,EM
Eucalyptus_viminalis,EM
Euclidium_syriacum,NM
Eugenia_uniflora,AM
Euonymus_alatus,AMNM
Euonymus_europaeus,AMNM
Euonymus_latifolius,AM
Euonymus_maackii,NM
Euonymus_verrucosus,AMNM
Eupatorium_cannabinum,AM
Eupatorium_perfoliatum,AM
Eupatorium_serotinum,AM
Euphorbia_amygdaloides,AM
Euphorbia_cyparissias,AM
Euphorbia_esula,AM
Euphorbia_helioscopia,AMNM
Euphorbia_heterophylla,AM
Euphorbia_hirta,AM
Euphorbia_hypericifolia,AM
Euphorbia_lathyris,AM
Euphorbia_lomelii,AM
Euphorbia_peplus,AMNM
Euphorbia_prostrata,AM
Euphorbia_serpens,AM
Euphorbia_stricta,AM
Euphorbia_tannensis,AM
Euphorbia_thymifolia,AM
Euphrasia_minima,NM
Euphrasia_nemorosa,NM
Euphrasia_pectinata,NM
Euphrasia_stricta,AMNM
Eurybia_sibirica,AM
Euryomyrtus_ramosissima,EM
Euterpe_oleracea,AM
Eutrema_edwardsii,NM
Eutrochium_maculatum,AM
Eysenhardtia_polystachya,AM
Fagonia_indica,AM
Fagopyrum_esculentum,NM
Fagopyrum_statice,AM
Fagopyrum_tataricum,AM
Fagus_grandifolia,EM
Fagus_sylvatica,EM
Faidherbia_albida,AM
Fallopia_convolvulus,NM
Fallopia_japonica,AMNM
Fallopia_sachalinensis,NM
Ferocactus_latispinus,AM
Ferula_foetida,AM
Festuca_altissima,AMNM
Festuca_argentina,AM
Festuca_arundinacea,AM
Festuca_baffinensis,AM
Festuca_brachyphylla,AM
Festuca_drymeja,AM
Festuca_gigantea,AMNM
Festuca_heterophylla,AM
Festuca_hyperborea,NM
Festuca_idahoensis,AM
Festuca_juncifolia,AM
Festuca_lemanii,AM
Festuca_ovina,AMNM
Festuca_pallens,AM
Festuca_pratensis,AMNM
Festuca_rubra,AMNM
Festuca_valesiaca,AMNM
Ficinia_nodosa,AM
Ficus_carica,AMNM
Ficus_citrifolia,AM
Ficus_elastica,AM
Ficus_hirta,AM
Ficus_hispida,AMNM
Ficus_pumila,AM
Filago_arvensis,AM
Filipendula_ulmaria,AMNM
Filipendula_vulgaris,AM
Fimbristylis_complanata,NM
Fimbristylis_cymosa,NM
Fimbristylis_dichotoma,NM
Flindersia_australis,AM
Flindersia_brayleyana,AM
Flindersia_maculosa,AM
Florestina_tripteris,AM
Foeniculum_vulgare,AM
Forsythia_europaea,AM
Forsythia_suspensa,AM
Fouquieria_diguetii,AM
Fragaria_moschata,AM
Fragaria_vesca,AMNM
Fragaria_virginiana,AM
Fragaria_viridis,AM
Frankenia_hirsuta,NM
Frankenia_pulverulenta,NM
Fraxinus_americana,AM
Fraxinus_angustifolia,AM
Fraxinus_chinensis,AMNM
Fraxinus_excelsior,AMNM
Fraxinus_mandshurica,NM
Fraxinus_ornus,AM
Fraxinus_pennsylvanica,AMNM
Fraxinus_uhdei,AM
Fuchsia_magellanica,AM
Fuirena_ciliaris,NM
Fumana_procumbens,EM
Fumana_thymifolia,AM
Gagea_bohemica,AM
Gagea_bulbifera,AMNM
Gagea_reticulata,AM
Gagea_tenera,NM
Galanthus_nivalis,AM
Galega_orientalis,AMNM
Galeopsis_bifida,AM
Galeopsis_speciosa,AM
Galeopsis_tetrahit,NM
Galinsoga_parviflora,AM
Galinsoga_quadriradiata,AM
Galium_album,AM
Galium_aparine,AMNM
Galium_boreale,AM
Galium_lucidum,AM
Galium_mollugo,AMNM
Galium_odoratum,AMNM
Galium_palustre,AMNM
Galium_saxatile,AMNM
Galium_tinctorium,AM
Galium_uliginosum,NM
Galium_verum,AMNM
Garcinia_cowa,NM
Garcinia_kola,AM
Garcinia_lucida,AM
Garcinia_xanthochymus,AM
Gaudinia_fragilis,AM
Genipa_americana,AM
Genista_tinctoria,AM
Gentiana_acaulis,AM
Gentiana_algida,NM
Gentiana_asclepiadea,AM
Gentiana_clusii,AM
Gentiana_cruciata,AM
Gentiana_nivalis,AMNM
Gentiana_pneumonanthe,AMNM
Gentiana_septemfida,AM
Gentiana_verna,AM
Gentianella_amarella,AM
Gentianella_campestris,AM
Gentianella_caucasea,AMNM
Gentianella_germanica,AM
Geoffroea_decorticans,AM
Geranium_albanum,AM
Geranium_asphodeloides,AM
Geranium_carolinianum,AM
Geranium_dissectum,AM
Geranium_gymnocaulon,AM
Geranium_ibericum,AMNM
Geranium_molle,AMNM
Geranium_pratense,AM
Geranium_purpureum,AM
Geranium_pusillum,AM
Geranium_pyrenaicum,AM
Geranium_robertianum,AMNM
Geranium_rotundifolium,AM
Geranium_sanguineum,AMNM
Geranium_sibiricum,AM
Geranium_sylvaticum,AMNM
Geranium_tuberosum,AM
Geum_aleppicum,AM
Geum_reptans,AM
Geum_rivale,AMNM
Geum_urbanum,AM
Gilbertiodendron_brachystegioides,EM
Gilbertiodendron_dewevrei,EM
Gilbertiodendron_preussii,EM
Ginkgo_biloba,AM
Gironniera_subaequalis,NM
Gladiolus_italicus,AM
Glechoma_hederacea,AMNM
Gleditsia_amorphoides,EM
Gleditsia_triacanthos,AMNM
Gliricidia_sepium,AM
Glyceria_fluitans,AMNM
Glyceria_maxima,NM
Glyceria_striata,AM
Glycine_max,AM
Glycyrrhiza_glabra,AM
Gnaphalium_uliginosum,AM
Gnetum_africanum,EM
Gnetum_gnemon,AM
Goldbachia_laevigata,NM
Gomphrena_globosa,AM
Goniolimon_speciosum,NM
Goniothalamus_griffithii,AM
Gonystylus_bancanus,AM
Gossweilerodendron_balsamiferum,AM
Gossypium_arboreum,AM
Gossypium_hirsutum,AM
Gossypium_tomentosum,AM
Gratiola_officinalis,AM
Grevillea_robusta,NM
Grewia_biloba,AM
Griselinia_littoralis,AM
Guazuma_ulmifolia,AM
Guibourtia_tessmannii,AM
Guizotia_abyssinica,AM
Gunnera_petaloidea,AM
Gutierrezia_sarothrae,AM
Gymnopogon_brevifolius,AM
Gymnosperma_glutinosum,AM
Gypsophila_elegans,NM
Gypsophila_repens,AMNM
Hagenia_abyssinica,AM
Halimodendron_halodendron,AMNM
Haloxylon_ammodendron,NM
Haloxylon_persicum,NM
Hamamelis_virginiana,AM
Handroanthus_serratifolius,AM
Harpullia_ramiflora,AM
Havardia_albicans,AM
Haworthia_fasciata,AM
Hedera_colchica,AM
Hedera_helix,AM
Hedysarum_caucasicum,AM
Hedysarum_coronarium,AM
Helianthemum_almeriense,EM
Helianthemum_nummularium,EM
Helianthus_annuus,AM
Helianthus_maximiliani,AM
Helianthus_tuberosus,AM
Helichrysum_arenarium,AM
Helichrysum_italicum,AM
Helichrysum_stoechas,AM
Heliconia_psittacorum,AM
Helictotrichon_hookeri,AM
Helictotrichon_pubescens,AM
Helictotrichon_versicolor,AM
Heliocarpus_americanus,AM
Heliotropium_curassavicum,AM
Helleborus_foetidus,AM
Helleborus_niger,AM
Hemerocallis_lilioasphodelus,AM
Hepatica_nobilis,AM
Heracleum_mantegazzianum,AM
Heracleum_sibiricum,AM
Heracleum_sphondylium,AMNM
Hesperis_matronalis,AMNM
Hesperocyparis_arizonica,AM
Hesperocyparis_goveniana,AM
Heteropogon_contortus,AM
Hevea_brasiliensis,AM
Hexalobus_crispiflorus,AM
Hibiscus_asper,AM
Hieracium_albiflorum,AM
Hieracium_alpinum,AMNM
Hieracium_aurantiacum,AM
Hieracium_bifidum,AM
Hieracium_caespitosum,AM
Hieracium_echioides,AM
Hieracium_hoppeanum,AM
Hieracium_lachenalii,AM
Hieracium_lactucella,AM
Hieracium_laevigatum,AMNM
Hieracium_longipilum,AM
Hieracium_murorum,AMNM
Hieracium_pilosella,AM
Hieracium_prenanthoides,AM
Hieracium_umbellatum,AM
Hieronyma_alchorneoides,AM
Hillebrandia_sandwicensis,AM
Hippocrepis_comosa,AM
Hippocrepis_unisiliquosa,AM
Hippophae_tibetana,AM
Hirschfeldia_incana,AMNM
Holcus_lanatus,AMNM
Holcus_mollis,AM
Holocalyx_balansae,AM
Holosteum_umbellatum,NM
Homogyne_alpina,AM
Honckenya_peploides,NM
Hopea_dryobalanoides,EM
Hopea_mengarawan,NM
Horaninovia_ulicina,NM
Hordelymus_europaeus,AM
Hordeum_brachyantherum,AM
Hordeum_brevisubulatum,AM
Hordeum_bulbosum,AM
Hordeum_comosum,AM
Hordeum_jubatum,AM
Hordeum_murinum,AM
Hordeum_pusillum,AM
Hordeum_vulgare,AMNM
Hornungia_alpina,NM
Hottonia_palustris,AMNM
Hovenia_dulcis,AM
Humulus_lupulus,AMNM
Hydrilla_verticillata,NM
Hydrocotyle_bonariensis,AM
Hydrocotyle_vulgaris,AMNM
Hylotelephium_telephium,NM
Hymenaea_courbaril,AMNM
Hyoscyamus_pusillus,AM
Hypericum_calycinum,NM
Hypericum_hirsutum,NM
Hypericum_humifusum,NM
Hypericum_maculatum,AM
Hypericum_montanum,NM
Hypericum_perforatum,AMNM
Hypericum_pulchrum,AM
Hypericum_tetrapterum,AMNM
Hypochaeris_glabra,AM
Hypochaeris_maculata,AM
Hypochaeris_radicata,AM
Hypolytrum_bullatum,AM
Hyssopus_officinalis,AM
Iberis_amara,AMNM
Ilex_aquifolium,AM
Ilex_cassine,AM
Ilex_colchica,AM
Ilex_opaca,AM
Ilex_paraguariensis,AM
Ilex_verticillata,AM
Illicium_floridanum,AM
Illicium_verum,AM
Impatiens_balsamina,AMNM
Impatiens_capensis,AM
Impatiens_glandulifera,AMNM
Impatiens_parviflora,AMNM
Impatiens_walleriana,AM
Imperata_cylindrica,AM
Incarvillea_arguta,AM
Indigofera_cordifolia,AM
Indigofera_kirilowii,AM
Indigofera_linifolia,AM
Indigofera_tinctoria,AM
Inga_leiocalycina,AM
Inga_marginata,AM
Inga_nobilis,AM
Inga_pezizifera,AM
Inga_thibaudiana,AM
Inula_britannica,AM
Inula_conyza,AM
Inula_conyzae,AM
Inula_helenium,AM
Inula_hirta,AM
Inula_orientalis,AM
Inula_salicina,AM
Ipomoea_arborescens,AM
Ipomoea_batatas,AM
Ipomoea_imperati,AM
Iranecio_taraxacifolius,AM
Iris_germanica,AM
Iris_hoogiana,AM
Iris_lactea,AM
Iris_pseudacorus,AMNM
Iris_pumila,AM
Iris_ruthenica,AM
Iris_sibirica,AM
Iris_songarica,AM
Iris_tenuifolia,AM
Iris_versicolor,AM
Isatis_tinctoria,NM
Ischaemum_muticum,AM
Isolepis_aucklandica,NM
Isolepis_diabolica,NM
Ixiolirion_tataricum,AMNM
Jacaranda_mimosifolia,AM
Jacobaea_maritima,AMNM
Jacquemontia_ovalifolia,AM
Jacquemontia_reclinata,AM
Jasione_montana,AMNM
Jasminum_fruticans,NM
Jasminum_sambac,AM
Jaumea_carnosa,AM
Juglans_cinerea,AM
Juglans_mandshurica,AMNM
Juglans_nigra,AMNM
Juglans_regia,EM
Juncus_alpinoarticulatus,AMNM
Juncus_arcticus,AMNM
Juncus_articulatus,AMNM
Juncus_biglumis,NM
Juncus_bufonius,AMNM
Juncus_bulbosus,NM
Juncus_castaneus,NM
Juncus_conglomeratus,NM
Juncus_dudleyi,AMNM
Juncus_effusus,AMNM
Juncus_ensifolius,NM
Juncus_filiformis,AMNM
Juncus_gerardii,AMNM
Juncus_inflexus,AMNM
Juncus_maritimus,NM
Juncus_nodosus,AM
Juncus_squarrosus,AMNM
Juncus_stygius,NM
Juncus_tenuis,AMNM
Juncus_trifidus,AMNM
Juncus_triglumis,NM
Juniperus_chinensis,AM
Juniperus_communis,AM
Juniperus_deppeana,AM
Juniperus_excelsa,AM
Juniperus_horizontalis,AM
Juniperus_indica,AM
Juniperus_monosperma,AM
Juniperus_occidentalis,AM
Juniperus_oxycedrus,AM
Juniperus_procumbens,AM
Juniperus_pseudosabina,AM
Juniperus_rigida,AM
Juniperus_sabina,AM
Juniperus_scopulorum,AM
Juniperus_semiglobosa,AM
Juniperus_squamata,AM
Juniperus_virginiana,AM
Justicia_adhatoda,NM
Kalanchoe_daigremontiana,AM
Kalanchoe_tomentosa,NM
Kalmia_latifolia,NM
Kalopanax_septemlobus,NM
Khaya_ivorensis,AM
Kickxia_spuria,AM
Kleinia_pendula,AM
Knautia_arvensis,AM
Kobresia_myosuroides,EM
Kobresia_simpliciuscula,NM
Koeleria_pyramidata,AMNM
Koeleria_vallesiana,AM
Koelpinia_linearis,AMNM
Kokia_kauaiensis,AM
Krameria_paucifolia,AM
Kummerowia_striata,AM
Kunzea_capitata,EM
Kyllinga_brevifolia,AMNM
Kyllinga_bulbosa,NM
Lablab_purpureus,AM
Laburnum_anagyroides,AM
Lactuca_hirsuta,AM
Lactuca_sativa,AM
Lactuca_serriola,AM
Laetia_procera,AM
Lagarosiphon_major,AM
Lagarostrobos_franklinii,AM
Laggera_crispata,AM
Lagurus_ovatus,AM
Lamarckia_aurea,AM
Lamium_album,AMNM
Lamium_amplexicaule,AM
Lamium_galeobdolon,AM
Lamium_purpureum,AM
Lamium_tomentosum,NM
Lamourouxia_rhinanthifolia,NM
Lansium_domesticum,AM
Lantana_camara,AM
Lappula_squarrosa,AM
Lapsana_communis,AM
Larix_decidua,EM
Larix_gmelinii,EM
Larix_kaempferi,EM
Larix_laricina,EM
Larix_occidentalis,EM
Larix_sibirica,EM
Larrea_tridentata,AM
Laserpitium_hispidum,AM
Laserpitium_siler,AM
Lathyrus_aphaca,AM
Lathyrus_japonicus,AM
Lathyrus_linifolius,AM
Lathyrus_niger,AMNM
Lathyrus_odoratus,AM
Lathyrus_pratensis,AMNM
Lathyrus_sativus,AM
Lathyrus_sylvestris,AM
Lathyrus_tuberosus,AM
Lathyrus_vernus,AM
Launaea_sarmentosa,AM
Laurus_nobilis,AM
Lavandula_angustifolia,AM
Leandra_dasytricha,AM
Leea_indica,AM
Leersia_hexandra,AM
Leersia_oryzoides,AMNM
Lembotropis_nigricans,AM
Lemna_gibba,NM
Lemna_minor,NM
Lemna_trisulca,NM
Lens_culinaris,AM
Leontodon_hispidus,AM
Leontopodium_ochroleucum,AM
Lepidium_bidentatum,AM
Lepidium_campestre,NM
Lepidium_densiflorum,NM
Lepidium_didymum,AM
Lepidium_draba,NM
Lepidium_latifolium,NM
Lepidium_perfoliatum,NM
Lepidium_phlebopetalum,NM
Lepidium_ruderale,NM
Lepidium_sativum,NM
Lepidium_serra,NM
Lepidium_virginicum,AMNM
Lepidozamia_hopei,AM
Leptaleum_filifolium,NM
Leptospermum_lanigerum,EM
Leptospermum_scoparium,AM
Lespedeza_bicolor,AM
Lespedeza_capitata,AM
Lespedeza_cuneata,AM
Leucaena_diversifolia,AM
Leucaena_leucocephala,AM
Leucaena_retusa,AM
Leucaena_trichodes,AM
Leucanthemum_vulgare,AMNM
Leucas_aspera,AM
Leucojum_aestivum,AM
Leucojum_vernum,AMNM
Levisticum_officinale,AM
Leymus_arenarius,AMNM
Leymus_cinereus,AM
Leymus_racemosus,AM
Liatris_aspera,AM
Licania_platypus,AM
Ligularia_vellerea,AM
Ligustrum_obtusifolium,NM
Ligustrum_vulgare,AMNM
Lilium_bulbiferum,AM
Lilium_martagon,AM
Lilium_monadelphum,AM
Limonium_vulgare,AMNM
Linaria_alpina,AM
Linaria_repens,AMNM
Linaria_vulgaris,AMNM
Lindera_benzoin,AM
Linnaea_borealis,AM
Linum_austriacum,AM
Linum_bienne,AM
Linum_catharticum,AMNM
Linum_flavum,AM
Linum_grandiflorum,AM
Linum_perenne,AMNM
Linum_strictum,AM
Linum_sulcatum,AM
Linum_trigynum,AM
Linum_usitatissimum,AMNM
Liquidambar_styraciflua,AM
Liriodendron_chinense,AM
Liriodendron_tulipifera,AM
Litchi_chinensis,AM
Lithocarpus_densiflorus,EM
Lithospermum_officinale,AMNM
Litsea_dilleniifolia,AM
Littorella_uniflora,AM
Livistona_chinensis,AM
Lloydia_serotina,AM
Loasa_bergii,NM
Lobelia_cardinalis,AM
Lobelia_dortmanna,AM
Lobelia_erinus,AM
Lobularia_maritima,NM
Lolium_multiflorum,AM
Lolium_perenne,AM
Lolium_rigidum,AM
Lolium_temulentum,AMNM
Loncomelos_pyrenaicum,AM
Lonicera_caerulea,AM
Lonicera_hispida,AM
Lonicera_implexa,AM
Lonicera_involucrata,AM
Lonicera_maackii,AM
Lonicera_maximowiczii,AMNM
Lonicera_microphylla,AM
Lonicera_periclymenum,AM
Lonicera_ruprechtiana,AM
Lonicera_tatarica,AMNM
Lonicera_xylosteum,AMNM
Lophatherum_gracile,AM
Lotus_corniculatus,AMNM
Lotus_pedunculatus,AM
Lotus_tenuis,AM
Lovoa_trichilioides,AM
Ludwigia_palustris,AM
Luehea_divaricata,AM
Luehea_seemannii,AM
Luma_apiculata,AM
Lunaria_rediviva,NM
Lupinus_albus,NM
Lupinus_angustifolius,AMNM
Lupinus_arcticus,NM
Lupinus_luteus,AMNM
Lupinus_mutabilis,AM
Lupinus_polyphyllus,AMNM
Luzula_campestris,AMNM
Luzula_luzuloides,NM
Luzula_multiflora,NM
Luzula_nivea,NM
Luzula_pallescens,NM
Luzula_pilosa,AMNM
Luzula_spicata,AMNM
Luzula_sudetica,NM
Luzula_sylvatica,AMNM
Lyallia_kerguelensis,NM
Lycium_barbarum,AM
Lycium_fremontii,AM
Lycium_sandwicense,AM
Lycopus_europaeus,AMNM
Lygeum_spartum,AM
Lyginia_barbata,AM
Lysimachia_japonica,AM
Lysimachia_nummularia,AMNM
Lysimachia_thyrsiflora,AMNM
Lysimachia_vulgaris,AMNM
Lythrum_maritimum,AM
Lythrum_salicaria,AMNM
Maackia_amurensis,AMNM
Macaranga_denticulata,AM
Macaranga_indica,AM
Machaerina_mariscoides,AM
Machaerium_stipitatum,AM
Macleaya_cordata,AM
Macrolobium_bifolium,AM
Macropanax_dispermus,AM
Macroptilium_atropurpureum,AM
Macrotyloma_uniflorum,AM
Macrozamia_riedlei,AM
Magnolia_grandiflora,AM
Magnolia_tripetala,AM
Magnolia_virginiana,AM
Maianthemum_bifolium,AMNM
Mallotus_japonicus,AM
Malus_baccata,AMNM
Malus_mandshurica,NM
Malus_pumila,AM
Malus_sylvestris,AMNM
Malva_neglecta,AM
Malva_sylvestris,AM
Mandevilla_sanderi,AM
Manihot_esculenta,AM
Marrubium_vulgare,AM
Matayba_guianensis,AM
Matricaria_chamomilla,AMNM
Matricaria_matricarioides,AM
Matthiola_incana,AMNM
Maytenus_boaria,AM
Maytenus_magellanica,AM
Medicago_littoralis,AM
Medicago_lupulina,AM
Medicago_marina,AM
Medicago_minima,AM
Medicago_polymorpha,AM
Medicago_sativa,AM
Megathyrsus_maximus,AM
Melaleuca_quinquenervia,EM
Melampyrum_arvense,NM
Melampyrum_cristatum,NM
Melampyrum_pratense,AMNM
Melampyrum_sylvaticum,NM
Melastoma_malabathricum,AMNM
Melia_azedarach,AMNM
Melica_altissima,AM
Melica_nutans,AMNM
Melica_uniflora,AMNM
Melilotus_albus,AM
Melilotus_indicus,AM
Melilotus_officinalis,AM
Melinis_repens,AM
Melissa_officinalis,AM
Melittis_melissophyllum,AMNM
Menispermum_dauricum,AM
Mentha_aquatica,AMNM
Mentha_arvensis,AMNM
Mentha_longifolia,AM
Mentha_pulegium,AM
Mentha_spicata,AM
Mentha_x,AM
Menyanthes_trifoliata,AMNM
Mercurialis_annua,AM
Mesomelaena_pseudostygia,NM
Metadina_trichotoma,AM
Metasequoia_glyptostroboides,AM
Metrosideros_polymorpha,AM
Miconia_bubalina,AM
Miconia_mirabilis,AM
Micranthes_hieraciifolia,AMNM
Micranthes_nivalis,NM
Micranthes_stellaris,NM
Microberlinia_bisulcata,EM
Microbiota_decussata,AM
Microlaena_stipoides,AM
Micropholis_venulosa,AM
Microseris_laciniata,AM
Microstegium_ciliatum,AM
Microstegium_vimineum,AM
Milicia_excelsa,AM
Milicia_regia,AM
Milium_effusum,AMNM
Mimosa_pudica,AM
Mimosa_quadrivalvis,AM
Mimulus_ringens,AM
Minquartia_guianensis,AM
Minuartia_biflora,NM
Minuartia_rubella,NM
Minuartia_verna,NM
Mirabilis_jalapa,NM
Miscanthus_floridulus,AM
Miscanthus_sinensis,AM
Moehringia_trinervia,NM
Molineria_capitulata,AM
Molinia_caerulea,AMNM
Moneses_uniflora,NM
Montia_fontana,AMNM
Mora_excelsa,AM
Morella_cerifera,AM
Morinda_lucida,AM
Morkillia_mexicana,AM
Morus_alba,AM
Morus_nigra,AM
Mucuna_pruriens,AM
Muhlenbergia_japonica,AM
Muhlenbergia_porteri,AM
Musa_acuminata,AM
Muscari_botryoides,AM
Muscari_neglectum,AM
Mutisia_decurrens,AM
Mutisia_spinosa,AM
Mycelis_muralis,AMNM
Myosotis_alpestris,AMNM
Myosotis_arvensis,AMNM
Myosotis_caespitosa,AM
Myosotis_laxa,AM
Myosotis_ramosissima,AMNM
Myosotis_scorpioides,AMNM
Myosotis_sparsiflora,AMNM
Myosotis_sylvatica,AMNM
Myosoton_aquaticum,NM
Myrica_gale,AMNM
Myricaria_bracteata,AM
Myriophyllum_alterniflorum,AMNM
Myriophyllum_spicatum,NM
Myrrhis_odorata,AM
Myrsine_coriacea,AM
Myrtillocactus_geometrizans,AM
Myrtus_communis,AM
Nageia_nagi,AM
Najas_minor,NM
Narcissus_poeticus,AM
Narcissus_pseudonarcissus,AM
Nardus_stricta,AM
Narthecium_ossifragum,AMNM
Nasturtium_officinale,NM
Nauclea_diderrichii,AM
Nectandra_cuspidata,AM
Nemesia_strumosa,AM
Neobuxbaumia_tetetzo,AM
Nepeta_cataria,AM
Nerium_oleander,AMNM
Nertera_granadensis,AM
Neslia_paniculata,NM
Neyraudia_reynaudiana,AM
Nicotiana_alata,AM
Nicotiana_rustica,AM
Nicotiana_tabacum,AM
Nicotiana_velutina,AM
Noccaea_caerulescens,AM
Nonea_caspica,AMNM
Nothofagus_dombeyi,EM
Nothofagus_fusca,EM
Nothofagus_menziesii,EM
Nothofagus_pumilio,EM
Nototrichium_sandwicense,NM
Nuphar_lutea,NM
Nuphar_pumila,NM
Nymphaea_alba,NM
Nymphoides_peltata,NM
Ochroma_pyramidale,AM
Ocimum_basilicum,AM
Ocotea_cernua,AM
Ocotea_floribunda,AM
Ocotea_puberula,AM
Odontites_vernus,NM
Oenanthe_aquatica,NM
Oenanthe_crocata,NM
Oenanthe_fistulosa,AM
Oenanthe_lachenalii,AM
Oenocarpus_bataua,AM
Oenothera_biennis,AM
Oenothera_glazioviana,AM
Oenothera_perennis,AM
Oenothera_speciosa,AM
Olea_europaea,AM
Olneya_tesota,AM
Ongokea_gore,AM
Onobrychis_arenaria,AM
Onobrychis_viciifolia,AM
Ononis_arvensis,AM
Ononis_natrix,AM
Onopordum_acanthium,AMNM
Opuntia_decumbens,AM
Opuntia_dillenii,AM
Opuntia_excelsa,AM
Opuntia_karwinskiana,AM
Opuntia_pilifera,AM
Opuntia_streptacantha,AM
Oreobolus_furcatus,AM
Oreochloa_disticha,AMNM
Origanum_vulgare,AM
Ormosia_coccinea,AM
Ornithogalum_umbellatum,AM
Ornithopus_compressus,AM
Orobanche_ramosa,NM
Oroxylum_indicum,AM
Orthilia_secunda,NM
Oryza_sativa,AMNM
Osteomeles_anthyllidifolia,AM
Otanthus_maritimus,AM
Ovidia_andina,AM
Oxalis_acetosella,AMNM
Oxalis_corniculata,AM
Oxalis_corymbosa,AM
Oxalis_stricta,AM
Oxalis_valdiviensis,AM
Oxyria_digyna,AMNM
Oxystigma_buchholzii,AM
Pachycereus_pringlei,AM
Pachyelasma_tessmannii,AM
Pachypodium_lamerei,AM
Paederia_foetida,AM
Paeonia_anomala,AM
Palicourea_rigida,AM
Panax_ginseng,AM
Panax_quinquefolius,AM
Panda_oleosa,AM
Pandanus_tectorius,NM
Panicum_amarum,AM
Panicum_bisulcatum,AM
Panicum_capillare,AMNM
Panicum_miliaceum,AM
Panicum_repens,AM
Panicum_virgatum,AM
Papaver_rhoeas,AMNM
Papaver_somniferum,NM
Parageum_montanum,AM
Paramacrolobium_coeruleum,EM
Paraphlomis_javanica,AM
Parapholis_incurva,AM
