binominal,F00004,F01286,F01287,F00645
Canarium album,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Canarium,album,AM
Pistacia chinensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pistacia,chinensis,AM
Acronychia pedunculata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acronychia,pedunculata,AM
Melicope pteleifolia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Melicope,pteleifolia,AM
Nephelium lappaceum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Nephelium,lappaceum,AM
Allophylus cobbe,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Allophylus,cobbe,AM
Vaccinium mandarinorum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Vaccinium,mandarinorum,ErM
Barringtonia racemosa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Barringtonia,racemosa,AM
Pentaphylax euryoides,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pentaphylax,euryoides,AM
Alniphyllum fortunei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alniphyllum,fortunei,AM
Gordonia axillaris,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Gordonia,axillaris,AM
Schima wallichii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Schima,wallichii,AM
Alstonia scholaris,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alstonia,scholaris,AM
Catunaregam spinosa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Catunaregam,spinosa,AM
Wendlandia uvariifolia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Wendlandia,uvariifolia,AM
Pertusadina metcalfii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pertusadina,metcalfii,AM
Psychotria asiatica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Psychotria,asiatica,AM
Saprosma ternatum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Saprosma,ternatum,AM
Osmanthus didymopetalus,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Osmanthus,didymopetalus,AM
Olea rosea,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Olea,rosea,AM
Schefflera minutistellata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Schefflera,minutistellata,AM
Macropanax undulatus,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Macropanax,undulatus,AM
Pterospermum acerifolium,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pterospermum,acerifolium,AM
Sterculia lanceolata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Sterculia,lanceolata,AM
Itea chinensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Itea,chinensis,AM
Garcinia oblongifolia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Garcinia,oblongifolia,AM
Cratoxylum cochinchinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cratoxylum,cochinchinense,AM
Garcinia cowa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Garcinia,cowa,AM
Eriobotrya japonica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Eriobotrya,japonica,AM
Rhaphiolepis indica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Rhaphiolepis,indica,AM
Archidendron lucidum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Archidendron,lucidum,AM
Acacia crassicarpa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,crassicarpa,AM + EM
Acacia mangium,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,mangium,AM + EM
Acacia auriculiformis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,auriculiformis,AM
Archidendron clypearia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Archidendron,clypearia,AM
Millettia leptobotrya,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Millettia,leptobotrya,AM
Carallia brachiata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Carallia,brachiata,AM
Alangium chinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alangium,chinense,AM
Microcos paniculata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Microcos,paniculata,AM
Acer fabri,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acer,fabri,AM
Decaspermum gracilentum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Decaspermum,gracilentum,AM
Acer negundo,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Acer,negundo,AM
Acer saccharum,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Acer,saccharum,AM
Carya glabra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Carya,glabra,EM
Fraxinus americana,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Fraxinus,americana,AM
Hamamelis virginiana,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Hamamelis,virginiana,AM
Juglans nigra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Juglans,nigra,AM
Liriodendron tulipifera,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Liriodendron,tulipifera,AM
Pinus strobus,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Pinus,strobus,EM
Pinus virginiana,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Pinus,virginiana,EM
Quercus alba,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Quercus,alba,EM
Quercus rubra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Quercus,rubra,EM
Sassafras albidum,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Sassafras,albidum,AM
Acer negundo,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Acer,negundo,NM
Acer saccharum,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Acer,saccharum,NM
Quercus rubra,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Quercus,rubra,NM
Quercus alba,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Quercus,alba,NM
Pinus virginiana,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Pinus,virginiana,NM
Cunninghamia lanceolata,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Cunninghamia,lanceolata,AM
Schima wallichii,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Schima,wallichii,AM
Larix gmelinii,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Larix,gmelinii,EM
Juglans mandshurica,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Juglans,mandshurica,AM
Phellodendron amurense,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Phellodendron,amurense,AM
Adiantum pedatum,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Adiantum,pedatum,AM
Athyrium multidentatum,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Athyrium,multidentatum,AM
Athyrium sinense,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Athyrium,sinense,AM
Equisetum hyemale,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Equisetum,hyemale,AM
Athyrium spinulosum,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Athyrium,spinulosum,AM
Chenopodium serotinum,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Chenopodium,serotinum,AM
Cornus officinalis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cornus,officinalis,AM + EM
Cornus bretschneideri,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cornus,bretschneideri,AM
Ardisia depressa,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ardisia,depressa,AM
Eurya japonica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Eurya,japonica,AM
Diospyros strigosa,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Diospyros,strigosa,AM
Barringtonia racemosa,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Barringtonia,racemosa,AM
Myrsine seguinii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Myrsine,seguinii,AM
Betula albosinensis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Betula,albosinensis,EM
Carpinus cordata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Carpinus,cordata,EM
Quercus aliena,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Quercus,aliena,EM
Quercus variabilis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Quercus,variabilis,EM
Quercus wutaishanica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Quercus,wutaishanica,EM
Ginkgo biloba,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ginkgo,biloba,AM
Fraxinus chinensis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Fraxinus,chinensis,AM
Syringa reticulata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syringa,reticulata,AM + EM
Cryptocarya concinna,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cryptocarya,concinna,AM
Machilus breviflora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Machilus,breviflora,AM
Ocotea lancifolia,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ocotea,lancifolia,AM
Cinnamomum camphora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cinnamomum,camphora,AM
Lindera communis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Lindera,communis,AM
Goniothalamus griffithii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Goniothalamus,griffithii,AM
Liriodendron chinense,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Liriodendron,chinense,AM
Magnolia championii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,championii,AM
Magnolia macclurei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,macclurei,AM
Magnolia maudiae,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,maudiae,AM
Magnolia ernestii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,ernestii,AM
Magnolia odora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,odora,AM
Knema erratica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Knema,erratica,AM
Populus cathayana,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Populus,cathayana,AM + EM
Macaranga sampsonii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Macaranga,sampsonii,AM
Tilia mandshurica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Tilia,mandshurica,AM
Tilia mongolica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Tilia,mongolica,EM
Memecylon nigrescens,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Memecylon,nigrescens,AM
Syzygium hancei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syzygium,hancei,AM
Syzygium levinei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syzygium,levinei,AM
Larix gmelinii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Larix,gmelinii,EM
Picea meyeri,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Picea,meyeri,EM
Picea wilsonii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Picea,wilsonii,EM
Pinus armandii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pinus,armandii,EM
Pinus tabuliformis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pinus,tabuliformis,EM
Dacrycarpus imbricatus,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Dacrycarpus,imbricatus,AM
Ulmus macrocarpa,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ulmus,macrocarpa,AM
Ulmus davidiana,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ulmus,davidiana,AM + EM
Malus baccata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Malus,baccata,AM
Pyrus betulifolia,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pyrus,betulifolia,AM
Sorbus aucuparia,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Sorbus,aucuparia,AM
Aphanamixis polystachya,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Aphanamixis,polystachya,AM
Dysoxylum excelsum,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Dysoxylum,excelsum,AM
Acronychia pedunculata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acronychia,pedunculata,AM
Canarium album,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Canarium,album,AM
Acer davidii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acer,davidii,AM
Acer truncatum,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acer,truncatum,AM + EM
Rhodoleia championii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Rhodoleia,championii,AM
Acer negundo,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Acer,negundo,AM
Liriodendron tulipifera,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Liriodendron,tulipifera,AM
Pinus strobus,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Pinus,strobus,EM
Quercus alba,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Quercus,alba,EM
Fraxinus mandshurica,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163: 509-515.",Fraxinus,mandshurica,AM
Larix gmelinii,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163: 509-515.",Larix,gmelinii,EM
Liriodendron tulipifera,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Liriodendron,tulipifera,AM
Liquidambar styraciflua,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Liquidambar,styraciflua,AM
Ilex opaca,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Ilex,opaca,AM
Quercus alba,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Quercus,alba,EM
Larix gmelinii,"Sun T, Mao Z, Han Y. 2013. Slow decomposition of very fine roots and some factors controlling the process: a 4-year experiment in four temperate tree species. Plant Soil 372: 445-458.",Larix,gmelinii,EM
Populus tremula,"Sun T, Mao Z, Han Y. 2013. Slow decomposition of very fine roots and some factors controlling the process: a 4-year experiment in four temperate tree species. Plant Soil 372: 445-458.",Populus,tremula,EM
