binominal,F00004,F01286,F01287,F00043
Aesculus parviflora," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Aesculus,parviflora,C3
Catalpa bignonioides," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Catalpa,bignonioides,C3
Cercidiphyllum japonicum," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Cercidiphyllum,japonicum,C3
Chionanthus virginicus," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Chionanthus,virginicus,C3
Cornus florida," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Cornus,florida,C3
Diospyros virginiana," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Diospyros,virginiana,C3
Fraxinus americana," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Fraxinus,americana,C3
Gleditsia triacanthos," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Gleditsia,triacanthos,C3
Ilex opaca," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Ilex,opaca,C3
Juglans nigra," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Juglans,nigra,C3
Koelreuteria paniculata," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Koelreuteria,paniculata,C3
Liquidambar styraciflua," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liquidambar,styraciflua,C3
Liriodendron tulipifera," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Liriodendron,tulipifera,C3
Magnolia acuminata," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,acuminata,C3
Magnolia denudata," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,denudata,C3
Magnolia grandiflora," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,grandiflora,C3
Magnolia kobus," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,kobus,C3
Magnolia macrophylla," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,macrophylla,C3
Magnolia stellata," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,stellata,C3
Magnolia tripetala," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,tripetala,C3
Magnolia virginiana," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Magnolia,virginiana,C3
Nyssa sylvatica," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Nyssa,sylvatica,C3
Platanus occidentalis," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Platanus,occidentalis,C3
Populus deltoides," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Populus,deltoides,C3
Prunus sargentii," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Prunus,sargentii,C3
Sassafras albidum," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Sassafras,albidum,C3
Styphnolobium japonicum," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Styphnolobium,japonicum,C3
Syringa reticulata," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Syringa,reticulata,C3
Ulmus americana," Valverde-Barrantes OJ, Smemo KA, Blackwood CB. 2014. Fine root morphology is phylogenetically structured, but nitrogen is related to the plant economics spectrum in temperate trees. Functional Ecology 29: 796-807.",Ulmus,americana,C3
Acer fabri,"Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.",Acer,fabri,C3
Alniphyllum fortunei,"Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.",Alniphyllum,fortunei,C3
Cinnamomum porrectum,"Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.",Cinnamomum,porrectum,C3
Cunninghamia lanceolata,"Liu B, Li H, Zhu B, Koide RT, Eissenstat DM, Guo D. 2015. Complementarity between roots and AM fungi in nutrient foraging strategies. New Phytologist 208: 125-136.",Cunninghamia,lanceolata,C3
Magnolia acuminata,"Eissenstat DM, Kucharski JM, Zadworny M, Adams TS, Koide RT. 2015. Linking root traits to nutrient foraging in arbuscular mycorrhizal trees in a temperate forest. New Phytologist 208: 114-121",Magnolia,acuminata,C3
Liriodendron tulipifera,"Eissenstat DM, Kucharski JM, Zadworny M, Adams TS, Koide RT. 2015. Linking root traits to nutrient foraging in arbuscular mycorrhizal trees in a temperate forest. New Phytologist 208: 114-121",Liriodendron,tulipifera,C3
Juglans nigra,"Eissenstat DM, Kucharski JM, Zadworny M, Adams TS, Koide RT. 2015. Linking root traits to nutrient foraging in arbuscular mycorrhizal trees in a temperate forest. New Phytologist 208: 114-121",Juglans,nigra,C3
Fraxinus americana,"Eissenstat DM, Kucharski JM, Zadworny M, Adams TS, Koide RT. 2015. Linking root traits to nutrient foraging in arbuscular mycorrhizal trees in a temperate forest. New Phytologist 208: 114-121",Fraxinus,americana,C3
Acer rubrum,"Eissenstat DM, Kucharski JM, Zadworny M, Adams TS, Koide RT. 2015. Linking root traits to nutrient foraging in arbuscular mycorrhizal trees in a temperate forest. New Phytologist 208: 114-121",Acer,rubrum,C3
Ardisia quinquegona,"Wang J-J, Tharayil N, Chow AT, Suseela V, Zeng H. 2015. Phenolic profile within the fine-root branching orders of an evergreen species highlights a disconnect in root tissue quality predicted by elemental- and molecular-level carbon composition. New Phytologist 206: 1261-1273.",Ardisia,quinquegona,C3
Magnolia macclurei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,macclurei,C3
Magnolia yunnanensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,yunnanensis,C3
Magnolia lotungensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,lotungensis,C3
Magnolia balansae,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,balansae,C3
Magnolia odora,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,odora,C3
Magnolia fulva,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,fulva,C3
Magnolia cavaleriei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,cavaleriei,C3
Magnolia champaca,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,champaca,C3
Magnolia maudiae,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,maudiae,C3
Liriodendron chinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Liriodendron,chinense,C3
Magnolia ernestii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,ernestii,C3
Magnolia grandiflora,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,grandiflora,C3
Magnolia baillonii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,baillonii,C3
Magnolia dandyi,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,dandyi,C3
Magnolia chapensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Magnolia,chapensis,C3
Cryptocarya chinensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cryptocarya,chinensis,C3
Machilus velutina,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Machilus,velutina,C3
Litsea cubeba,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Litsea,cubeba,C3
Cinnamomum camphora,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,camphora,C3
Cryptocarya concinna,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cryptocarya,concinna,C3
Cinnamomum porrectum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cinnamomum,porrectum,C3
Helicia formosana,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Helicia,formosana,C3
Syzygium hancei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Syzygium,hancei,C3
Syzygium levinei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Syzygium,levinei,C3
Eucalyptus urophylla,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Eucalyptus,urophylla,C3
Castanea henryi,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanea,henryi,C3
Castanopsis fissa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,fissa,C3
Quercus asymmetrica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Quercus,asymmetrica,C3
Castanopsis hystrix,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,hystrix,C3
Castanopsis echinocarpa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,echinocarpa,C3
Castanopsis wattii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Castanopsis,wattii,C3
Aporosa octandra,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Aporosa,octandra,C3
Aporosa yunnanensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Aporosa,yunnanensis,C3
Endospermum chinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Endospermum,chinense,C3
Engelhardia roxburghiana,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Engelhardia,roxburghiana,C3
Elaeocarpus dubius,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Elaeocarpus,dubius,C3
Ficus variolosa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Ficus,variolosa,C3
Artocarpus styracifolius,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Artocarpus,styracifolius,C3
Gironniera subaequalis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Gironniera,subaequalis,C3
Celtis sinensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Celtis,sinensis,C3
Canarium album,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Canarium,album,C3
Pistacia chinensis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pistacia,chinensis,C3
Acronychia pedunculata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acronychia,pedunculata,C3
Melicope pteleifolia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Melicope,pteleifolia,C3
Nephelium lappaceum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Nephelium,lappaceum,C3
Allophylus cobbe,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Allophylus,cobbe,C3
Vaccinium mandarinorum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Vaccinium,mandarinorum,C3
Pentaphylax euryoides,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pentaphylax,euryoides,C3
Alniphyllum fortunei,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alniphyllum,fortunei,C3
Gordonia axillaris,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Gordonia,axillaris,C3
Schima wallichii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Schima,wallichii,C3
Alstonia scholaris,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alstonia,scholaris,C3
Pertusadina metcalfii,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pertusadina,metcalfii,C3
Psychotria asiatica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Psychotria,asiatica,C3
Osmanthus didymopetalus,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Osmanthus,didymopetalus,C3
Pterospermum acerifolium,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Pterospermum,acerifolium,C3
Sterculia lanceolata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Sterculia,lanceolata,C3
Garcinia oblongifolia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Garcinia,oblongifolia,C3
Cratoxylum cochinchinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Cratoxylum,cochinchinense,C3
Garcinia cowa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Garcinia,cowa,C3
Eriobotrya japonica,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Eriobotrya,japonica,C3
Archidendron lucidum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Archidendron,lucidum,C3
Acacia crassicarpa,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,crassicarpa,C3
Acacia mangium,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,mangium,C3
Acacia auriculiformis,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acacia,auriculiformis,C3
Archidendron clypearia,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Archidendron,clypearia,C3
Carallia brachiata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Carallia,brachiata,C3
Alangium chinense,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Alangium,chinense,C3
Microcos paniculata,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Microcos,paniculata,C3
Acer fabri,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Acer,fabri,C3
Decaspermum gracilentum,"Kong D, Ma C, Zhang Q, Li L, Chen X, Zeng H, Guo D. 2014. Leading dimensions in absorptive root trait variation across 96 subtropical forest species. New Phytologist 203: 863-872.",Decaspermum,gracilentum,C3
Cunninghamia lanceolata,"Liu C, Xiang WH, Tian DL, Fang X, Peng CH. 2011. Overyielding of fine root biomass as increasing plant species richness in subtropical forests in central southern China. Chinese Journal of Plant Ecology 35: 539-550.",Cunninghamia,lanceolata,C3
Fraxinus americana,"Aulen M, Shipley B, Bradley R. 2012. Prediction of in situ root decomposition rates in an interspecific context from chemical and morphological traits. Annals of Botany 109: 287-297.",Fraxinus,americana,C3
Juglans nigra,"Aulen M, Shipley B, Bradley R. 2012. Prediction of in situ root decomposition rates in an interspecific context from chemical and morphological traits. Annals of Botany 109: 287-297.",Juglans,nigra,C3
Pinus strobus,"Aulen M, Shipley B, Bradley R. 2012. Prediction of in situ root decomposition rates in an interspecific context from chemical and morphological traits. Annals of Botany 109: 287-297.",Pinus,strobus,C3
Quercus rubra,"Aulen M, Shipley B, Bradley R. 2012. Prediction of in situ root decomposition rates in an interspecific context from chemical and morphological traits. Annals of Botany 109: 287-297.",Quercus,rubra,C3
Acer negundo,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Acer,negundo,C3
Acer saccharum,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Acer,saccharum,C3
Carya glabra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Carya,glabra,C3
Fraxinus americana,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Fraxinus,americana,C3
Juglans nigra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Juglans,nigra,C3
Liriodendron tulipifera,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Liriodendron,tulipifera,C3
Pinus strobus,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Pinus,strobus,C3
Pinus virginiana,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Pinus,virginiana,C3
Quercus alba,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Quercus,alba,C3
Quercus rubra,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Quercus,rubra,C3
Sassafras albidum,"Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.",Sassafras,albidum,C3
Acer negundo,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Acer,negundo,C3
Acer saccharum,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Acer,saccharum,C3
Quercus rubra,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Quercus,rubra,C3
